runs,seed,dt_s,t_end_s,lever,p_r_acq,p_r_cor,p_r_pre,p_r_latch,r_cor_speed_mean_mps,r_cor_speed_p95_mps,r_cor_speed_max_mps,viol_r_cor_count,viol_r_pre_count,viol_r_latch_count,dv_tag_median_mps,dv_tag_p95_mps,dv_tag_max_mps,dv_node_median_mps,dv_node_p95_mps,dv_node_max_mps,t_cor_to_latch_mean_s,t_cor_to_latch_p95_s,failed_count
500,123,5.0,7500.0,longer_tof,1.0,0.964,0.964,0.964,0.19012165073651344,0.28086221653699645,0.31566747681844454,0,0,0,0.15326541266196192,0.3462421659017268,0.7263953927132337,0.2869972160401234,0.3767009204083021,0.4156951863379702,68.20539419087137,75.0,18
