runs,p_r_acq,p_r_cor,p_r_pre,p_r_latch,r_cor_speed_mean_mps,r_cor_speed_p95_mps,r_cor_speed_max_mps,viol_r_cor_count,viol_r_pre_count,viol_r_latch_count,dv_tag_median_mps,dv_tag_p95_mps,dv_tag_max_mps,dv_node_median_mps,dv_node_p95_mps,dv_node_max_mps,t_cor_to_latch_mean_s,t_cor_to_latch_p95_s,failed_count,guidance_max_accel
200,1.0,0.905,0.905,0.905,0.15588857101910045,0.24984918490059452,0.2770900334189719,0,0,0,0.24613907578373123,0.857024241860188,1.3445308731831078,0.22296588599206313,0.3060965656389541,0.3700421908333163,68.06629834254143,70.0,19,0.00055
200,1.0,0.905,0.905,0.905,0.15586293094537498,0.24952888039674234,0.28403626214062916,0,0,0,0.24622742172191237,0.8880016323642428,1.521512149229903,0.22296588599206313,0.3070108574471052,0.4125964943195192,68.06629834254143,70.0,19,0.0006
200,1.0,0.905,0.905,0.905,0.15578683095524018,0.24764855910299455,0.2829990251609581,0,0,0,0.24628470998181168,0.9578762626314153,1.6838297781030944,0.22327661186395809,0.30701289615881855,0.4271363368514509,68.0939226519337,70.0,19,0.00065
