trial,failed,cause,disp_r_R_m,disp_r_T_m,disp_r_N_m,disp_v_R_mps,disp_v_T_mps,disp_v_N_mps,disp_r_norm_m,disp_v_norm_mps,predicted_miss_m,t_closest_s,min_range_m,r_cor_entry_t_s,r_cor_entry_speed_mps,dv_tag_total_mps,dv_node_total_mps,tag_ddm_duty,tag_medt_duty,tag_sat_cmd_frac,terminal_sat_frac,terminal_sat_steps,terminal_steps
793,True,no_R_COR_moderate_coupled_dispersion,41.85467154393514,-79.90286420110668,16.61058175008013,0.004082133590741912,0.020208393902340124,0.009365500517727663,91.71800621288757,0.0226441073728323,7.455410029308222e-05,6720.0,71.59943734121242,nan,nan,0.7493426277180426,0.0,0.6328938237335184,1.0,0.3157529493407356,0.0,0,0
814,True,no_R_COR_moderate_coupled_dispersion,-40.79514177667248,148.38950883628775,-6.925527049043669,-0.019102314816091256,-0.023703810289575925,0.004654177007301814,154.05081255923503,0.03079659749375833,7.455410029308222e-05,6930.0,11.36713325603041,nan,nan,0.8486839328621563,0.0,0.6752255378209576,1.0,0.15405968077723803,0.0,0,0
815,True,no_R_COR_moderate_coupled_dispersion,47.54102155587718,-118.83942837486443,18.786879896927033,-0.007886543249476024,0.01982793293809268,0.009692891042116852,129.3673271089052,0.023437078012792156,7.455410029308222e-05,6615.0,89.23382011242427,nan,nan,0.739238489578548,0.0,0.6245662734212353,1.0,0.30881332408049966,0.0,0,0
818,True,no_R_COR_large_alongtrack_position_dispersion,34.066957284474185,-171.0677919617348,-10.97412100465187,-0.009126204039762973,0.020094525170945163,-0.0021069301409860335,174.77178936290122,0.02217017583692403,7.455410029308222e-05,6895.0,13.39091206525574,nan,nan,0.8249316034109789,0.0,0.6585704371963914,1.0,0.18112421929215822,0.0,0,0
825,True,no_R_COR_large_alongtrack_velocity_dispersion,34.989214486144235,-21.600080228192326,12.901171171643092,-0.00016608190380123025,0.036785617667429646,0.008144662315708569,43.09580970142904,0.037676846664894945,7.455410029308222e-05,6880.0,29.369797283783146,nan,nan,1.1400778924496788,0.0,0.37682165163081194,1.0,0.3525329632199861,0.0,0,0
867,True,no_R_COR_large_alongtrack_velocity_dispersion,43.213040861951214,-193.03610591457024,10.85267757382594,0.0018912960168003187,-0.03717606677170861,0.002506807547627242,198.11129623956145,0.03730845782551917,7.455410029308222e-05,6900.0,11.049966784812597,nan,nan,0.6296870297781518,0.0,0.7335183900069396,1.0,0.12074947952810548,0.0,0,0
873,True,no_R_COR_large_alongtrack_velocity_dispersion,33.43301329224174,-70.11196091236599,-3.786194990015268,0.009933298170685098,0.03599684600045881,-0.0008936367001596366,77.76752994199292,0.03735293724836583,7.455410029308222e-05,6905.0,11.15380535385721,nan,nan,0.9070248223836053,0.0,0.36294240111034004,1.0,0.16169326856349758,0.0,0,0
889,True,no_R_COR_large_alongtrack_velocity_dispersion,-46.649892447955985,196.3876549922593,5.019802210171758,-0.015924033057812162,-0.03795378937780752,-0.00840166538067458,201.91464016508007,0.0420077723538168,7.455410029308222e-05,6970.0,17.065454944162365,nan,nan,0.8166798959742665,0.0,0.6960444136016655,1.0,0.22900763358778625,0.0,0,0
908,True,no_R_COR_moderate_coupled_dispersion,-48.16487483078493,65.11482033529097,-11.286479513860792,0.0002589306534438486,-0.0055693609502329156,0.006714585052427622,81.77517725189718,0.008727570045754808,7.455410029308222e-05,6930.0,11.164728078826359,nan,nan,0.8345207321946314,0.0,0.5489243580846634,1.0,0.1554476058292852,0.0,0,0
923,True,no_R_COR_moderate_coupled_dispersion,49.764514656273434,-125.93071209595949,7.295959522720832,-0.005591884074558195,0.015866959717323326,0.006074165652146938,135.6034003752379,0.017886449243608424,7.455410029308222e-05,6570.0,90.61104295694328,nan,nan,0.7467083607558769,0.0,0.6245662734212353,1.0,0.30742539902845245,0.0,0,0
926,True,no_R_COR_large_alongtrack_velocity_dispersion,45.103244463823216,-135.44202724432228,-0.9393472629853008,-0.010516975176847083,0.0413428965064877,-0.009739601331845135,142.75758396139804,0.04375730444759881,7.455410029308222e-05,6580.0,85.71907355141619,nan,nan,0.7645922518138968,0.0,0.2914642609299098,1.0,0.3532269257460097,0.0,0,0
928,True,no_R_COR_moderate_coupled_dispersion,47.12068205377868,-109.7902360528288,15.329645755386295,-0.003960188199152753,0.028571991148417394,-0.00375514349635865,120.45435919357507,0.029088535051394308,7.455410029308222e-05,6570.0,92.81996652167022,nan,nan,0.7685632924172361,0.0,0.5829285218598196,1.0,0.3046495489243581,0.0,0,0
945,True,no_R_COR_moderate_coupled_dispersion,-47.74556070615882,114.22676819050002,-13.51353698367828,0.010009452559978427,-0.03387102566093453,0.006243824696386404,124.5391858821992,0.0358667097280103,7.455410029308222e-05,6970.0,16.400368535001878,nan,nan,0.8222547307161604,0.0,0.44205412907702984,1.0,0.23247744621790423,0.0,0,0
973,True,no_R_COR_large_alongtrack_position_dispersion,28.115252496882874,-183.11102976265997,-8.069510491607534,0.019905248022790267,0.031885388133697554,0.009816254611041008,185.43255820723445,0.038849140658116496,7.455410029308222e-05,6895.0,13.560666921403298,nan,nan,0.8137714809825675,0.0,0.6585704371963914,1.0,0.17418459403192227,0.0,0,0
976,True,no_R_COR_moderate_coupled_dispersion,48.74525831940862,-65.79182710861483,17.44640958171636,-0.011745160494873237,-0.00935913537334436,-0.009225607584856545,83.72002108342272,0.017625380713524437,7.455410029308222e-05,6775.0,55.405338107144935,nan,nan,0.7464903843510112,0.0,0.5579458709229702,1.0,0.2741151977793199,0.0,0,0
994,True,no_R_COR_large_alongtrack_velocity_dispersion,47.08872331773763,-162.19537757006725,6.3283957208069594,-0.00011755013825039823,-0.04228875942624776,0.0032494385092907054,169.01105573657082,0.042413580873014285,7.455410029308222e-05,6885.0,19.137984460611356,nan,nan,0.6393800624372893,0.0,0.6335877862595419,1.0,0.2227619708535739,0.0,0,0
