campaign,seed,runs,dt_s,dispersion_scale,p_r_acq,p_r_cor,p_r_pre,p_r_latch,r_cor_speed_mean_mps,r_cor_speed_p95_mps,r_cor_speed_max_mps,viol_r_cor_count,viol_r_pre_count,viol_r_latch_count,dv_tag_median_mps,dv_tag_p95_mps,dv_tag_max_mps,dv_node_median_mps,dv_node_p95_mps,dv_node_max_mps,t_cor_to_latch_mean_s,t_cor_to_latch_p95_s,any_r_cor_hard_cap_violation,r_cor_hard_max_mps,r_acq_m,r_cor_m,r_pre_m,r_latch_m
stress_2x,123,500,5.0,2.0,1.0,0.746,0.746,0.746,0.23448165157282272,0.3722862501650102,0.39497026588184364,35,0,0,0.35080913884782994,1.1393043872143676,2.521688632385723,0.28731930161721425,0.4472475165472847,0.48903306899729077,67.22520107238606,70.0,True,0.35,250.0,10.0,2.0,0.5
